Sr.No.,Jet Fuel_avi_BTU,Gasoline_avi_BTU,LDV_SWB_road_BTU,LDV_LWB_road_BTU,Combination_Truck_road_BTU,Bus_Road_BTU,Railways_BTU,Water_BTU,Natural_Gas_BTU,LDV_SWB_EFF,LDV_LWB_EFF,Passenger_Car_EFF,Domestic_EFF,Imported_EFF,Light_Truck_EFF,Passenger_Car_Age,Light_Truck_Age,Light_vehicle_Age,Demand_petroleum_transportation)mil_lit,Average_MC/15000_miles(dollars),CO2_emission_million_metric_tons,CO_emission_million_shots_tons,NOx_emission_million_shots_tons,particulate,SOx_emission_million_shots_tons,Volatile_compound_million_shots_tons,Overall_emission
28,1461.8205,25.95847742998509,10679.597549234795,4250.259865807466,3389.7844556114896,232.89185026670583,506.248985,293.087938495,713.232008,23.856606399220034,17.340799670730558,37.24319257791302,37.2,37.3,27.3,11.1,10.8,10.9,511580.806921728,8776.0,1812.879,73.76157406052528,14.518913568566955,20.722528216515144,6.478839167077702,18.1542868159382,1946.515141828623
29,1382.13,24.815045267151238,10716.441238821728,4223.7639694167565,3365.0407065133163,248.15463609798852,494.5716,242.934119444,757.82923,23.956897997214828,17.397560486833804,37.65782857060291,37.3,38.1,27.4,11.3,11.1,11.2,509446.531069536,8946.0,1775.791,71.75819105057526,13.878782431092024,19.969523105340027,5.0792928420356205,17.87210389624409,1904.348893325287
30,1371.0735,23.711069161312004,10714.92333948262,4229.098019759481,3463.6346617268273,254.60022736189066,505.836842,230.184750501,863.884257,24.21489601118751,17.524272594773368,39.441725881059845,39.2,39.7,28.6,11.4,11.3,11.4,511564.54100636404,9122.0,1795.477,69.75480804062526,13.238651293617089,19.216517994164914,4.873418125025178,17.589920976549987,1920.1503164299825
31,1389.501,25.186347704333922,10796.801433125353,4491.838566283103,3502.446383029,268.62494056656755,531.252327,218.90261063799997,726.05555,24.377132352989765,17.867885189527225,39.441725881059845,39.2,39.7,28.6,11.4,11.4,11.4,529997.3435469359,8876.0,1813.662,65.53702276987991,12.589334978805157,18.183277607178653,4.6744564630957965,16.882677648622067,1931.528769467582
32,1450.062,23.516511530312506,10883.374397310574,4382.9007087502805,3474.570994373718,268.0053924247724,507.210652,332.09150344299997,703.275771,24.1293567223568,17.6110644040074,39.441725881059845,39.2,39.7,28.6,11.5,11.5,11.5,535005.9600602691,8698.0,1836.994,63.51553959236362,11.681853375712933,17.525984010979702,3.945028561651937,16.329779553458884,1949.992185094167
33,1507.5855,24.821255454278404,11060.732232608516,4549.066788996526,3555.0095635959483,267.73202950757553,465.034685,308.46403215800007,712.141084,25.310267424713246,18.168375811528577,39.441725881059845,39.2,39.7,28.6,11.6,11.6,11.6,548303.4702149313,8558.0,1869.325,58.90436500013729,10.303739970382697,16.830369079786898,3.2040676273152764,15.458594900168842,1974.0261365777908
34,1530.954,24.811530953104885,11086.832010495678,4506.725397607754,3652.311274999598,282.7109294447024,480.146595,300.265134078,748.764813,25.310267424713246,18.168375811528577,39.441725881059845,39.2,39.7,28.6,11.6,11.6,11.7,547276.1749594429,8468.0,1886.292,66.6046829529474,9.838189153864601,17.034980000146,2.5394990907767,17.184850584768,1999.4942017825024
35,1599.507,27.882270128581506,11071.363026452373,4473.358121666566,3647.680198058474,299.97107649622285,502.264936,303.975107983,908.966795,25.310267424713246,18.168375811528577,39.441725881059845,39.2,39.7,28.6,11.6,11.6,11.7,549774.9629108639,8849.0,1917.76,62.2828263366,9.21132246069,16.395386304600002,2.4384922986600004,16.4345343576,2024.52256175815
36,1644.84,24.0590449425109,11291.709466986085,4574.446089716604,3486.731920987281,294.7746613132529,469.705639,280.51963771000004,1055.764515,25.310267424713246,18.168375811528577,39.441725881059845,39.2,39.7,28.6,11.6,11.6,11.8,553756.463037876,9282.0,1923.853,52.1181598394,8.56851659799,15.0821505944,1.98403088286,13.6784056744,2015.2842635890502
37,976.4415,22.150503589997562,9061.500091676335,4450.35637556659,3418.737391346746,247.0552967687024,406.510379,249.60259318400003,1044.369959,25.310267424713246,18.168375811528577,39.441725881059845,39.2,39.7,28.6,11.6,11.6,11.9,483422.90998278,9561.0,1632.051,52.1181598394,8.56851659799,15.0821505944,1.98403088286,13.6784056744,1632.051
